played_at,csv_id,csv_name,result,keeper_touched,event_time_seconds
"2026-07-18 19:52:54","b47957ecd5a94eb589bb154a5475ad1d","unity_20260718_194814_trajectory.csv","射偏",false,0.900
"2026-07-18 21:22:42","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:22:46","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:22:50","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:22:56","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:22:59","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:07","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:11","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:14","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:17","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:22","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:25","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:29","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:32","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:34","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:38","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:41","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:46","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:49","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:53","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:23:58","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:24:01","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:24:06","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:24:10","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:24:15","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 21:24:22","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","被扑出",true,0.480
"2026-07-18 21:24:24","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-19 15:12:16","befec0c843a04bb5bc42d171240b3ffd","penalty_bottom_right_trajectory.csv","进球",false,0.580
"2026-07-19 15:12:20","befec0c843a04bb5bc42d171240b3ffd","penalty_bottom_right_trajectory.csv","进球",false,0.580
"2026-07-19 15:12:23","befec0c843a04bb5bc42d171240b3ffd","penalty_bottom_right_trajectory.csv","进球",false,0.580
"2026-07-19 15:12:26","befec0c843a04bb5bc42d171240b3ffd","penalty_bottom_right_trajectory.csv","进球",false,0.580
"2026-07-19 15:12:34","befec0c843a04bb5bc42d171240b3ffd","penalty_bottom_right_trajectory.csv","被扑出",true,0.480
"2026-07-19 15:12:44","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","射偏",false,0.480
"2026-07-19 15:12:50","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","被扑出",true,0.480
"2026-07-19 15:13:00","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","射偏",false,0.460
"2026-07-19 15:13:05","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","射偏",false,0.460
"2026-07-19 15:13:12","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","射偏",false,0.480
"2026-07-19 15:13:17","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","被扑出",true,0.480
"2026-07-19 15:13:18","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-19 15:13:31","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-19 15:13:40","05e496f1f9e4411b92c358988b734a56","penalty_bottom_left_trajectory.csv","被扑出",true,0.480
"2026-07-19 15:29:58","67a8f95387c7479d8cc097904b22a61c","penalty_center_power_trajectory.csv","被扑出",true,0.400
"2026-07-21 20:59:09","cc22c9a641a046399244dac20dc0292c","penalty_curved_right_trajectory.csv","被扑出",true,0.660
"2026-07-21 20:59:29","cc22c9a641a046399244dac20dc0292c","penalty_curved_right_trajectory.csv","进球",false,0.800
"2026-07-21 20:59:36","cc22c9a641a046399244dac20dc0292c","penalty_curved_right_trajectory.csv","进球",false,0.800
"2026-07-21 20:59:40","cc22c9a641a046399244dac20dc0292c","penalty_curved_right_trajectory.csv","进球",false,0.800
"2026-07-22 17:31:32","76e040055aa94ba7839061f3c309e990","unity_20260722_172635_trajectory.csv","进球",false,1.075
"2026-07-22 17:31:38","76e040055aa94ba7839061f3c309e990","unity_20260722_172635_trajectory.csv","进球",false,1.075
"2026-07-22 17:31:41","76e040055aa94ba7839061f3c309e990","unity_20260722_172635_trajectory.csv","进球",false,1.075
"2026-07-22 17:35:59","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-22 17:36:02","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-22 17:36:06","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-22 17:36:11","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-22 17:36:15","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-22 17:36:19","4825e5b6d3064b6f82d82bc31121e009","unity_20260722_173159_trajectory.csv","进球",false,1.075
"2026-07-25 15:36:47","932f14c8b799492d8deee78b7930da0a","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-25 15:36:51","932f14c8b799492d8deee78b7930da0a","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-25 15:36:56","932f14c8b799492d8deee78b7930da0a","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-25 15:37:00","932f14c8b799492d8deee78b7930da0a","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-25 16:12:44","50e167d7d0e643f3bd8f018d24f4e526","sample2_trajectory.csv","被扑出",true,0.580
"2026-07-26 14:24:40","8d863f26fd46489abc6e786d433cf4ff","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-26 14:24:44","8d863f26fd46489abc6e786d433cf4ff","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-26 14:27:13","23017dab11434edba5cba3481e657cdf","sample2_trajectory.csv","被扑出",true,0.560
"2026-07-26 22:42:33","f31c04df3b7c4e9d80e8182045f265d4","sample1_trajectory.csv","被扑出",true,0.820
"2026-07-26 22:42:39","f31c04df3b7c4e9d80e8182045f265d4","sample1_trajectory.csv","射偏",false,0.820
"2026-07-26 22:42:41","f31c04df3b7c4e9d80e8182045f265d4","sample1_trajectory.csv","进球",false,1.062
"2026-08-02 12:33:14","848e6b1b266b41fd82536cfc84d769ab","sample1_trajectory.csv","被扑出",true,0.820
"2026-08-02 12:33:18","848e6b1b266b41fd82536cfc84d769ab","sample1_trajectory.csv","被扑出",true,0.820
"2026-08-02 12:42:07","d4b938a1e5fa4bc9993ad30ce1e9e2b3","sample1_trajectory.csv","被扑出",true,0.820
"2026-08-02 16:46:12","5071c7a6509040b1b263e5bb8bac33a6","sample1_trajectory.csv","进球",false,1.075
"2026-08-02 16:46:16","5071c7a6509040b1b263e5bb8bac33a6","sample1_trajectory.csv","进球",false,1.075
"2026-08-02 16:46:20","5071c7a6509040b1b263e5bb8bac33a6","sample1_trajectory.csv","进球",false,1.075
"2026-08-02 16:46:27","5071c7a6509040b1b263e5bb8bac33a6","sample1_trajectory.csv","被扑出",true,0.840
"2026-08-08 15:58:10","e8ae0261cca540fc959454faea8f5f3b","sample2_trajectory.csv","射偏",false,1.325
"2026-08-08 15:58:15","e8ae0261cca540fc959454faea8f5f3b","sample2_trajectory.csv","射偏",false,1.325
